AUC,durations,rates,IEI,startTimes,amps,jitter,cond,age,id,id2,T
98.21598858,4.216494845,0.371134021,32,1349.277778,35.48379636,1.177083333,2,8,16,2,3315
78.84556049,3.340206186,0.041237113,113,1386.5,26.62067858,1.166666667,2,8,16,2,3315
1471.750559,22.1443299,0.917525773,36,1506.629213,63.98200931,1.785295555,2,8,16,2,3315
1471.750559,5.195876289,0.041237113,69,1553.5,35.9930582,1.5,2,8,16,2,3315
148.5333403,4.484536083,0.319587629,34,1625.225806,37.6278369,0.543184183,2,8,16,2,3315
-26.14869055,3.113402062,0.020618557,NaN,1661,30.17348607,0.666666667,2,8,16,2,3315
29.05545727,3.24742268,0.020618557,10,8,28.69335429,0.333333333,2,8,16,3,3315
-13.19051111,3.216494845,0.020618557,98,18,39.15087843,0.5,2,8,16,3,3315
298.2737798,6.989690722,0.948453608,56,118.25,38.89020527,1.046296296,2,8,16,3,3315
214.0117562,4.907216495,0.443298969,58,182,35.99918983,1.666666667,2,8,16,3,3315
160.8453764,4.659793814,0.402061856,6,253,34.44859381,1.029411765,2,8,16,3,3315
153.2034629,3.556701031,0.082474227,58,261.625,33.9459682,0.569444444,2,8,16,3,3315
382.1320222,6.18556701,0.505154639,24,321.8571429,43.0568255,1.234693878,2,8,16,3,3315
437.889506,8.195876289,0.835051546,53,353.5061728,41.56762871,1.028102664,2,8,16,3,3315
150.8355494,4.835051546,0.422680412,63,414.3414634,37.44996989,0.592426187,2,8,16,3,3315
9.988992751,3.144329897,0.020618557,NaN,480,38.17867279,0.666666667,2,8,16,3,3315
31.25274128,3.439252336,0.140186916,218,12.13333333,30.69459941,0.462222222,2,8,16,4,6916
17.18965952,3.08411215,0.018691589,79,231,21.84767342,0.75,2,8,16,4,6916
471.6736247,11.59813084,1,124,312.635514,48.78345427,0.709150662,2,8,16,4,6916
77.61333585,3.953271028,0.392523365,78,443.6428571,24.24527178,1.246543779,2,8,16,4,6916
-0.155982524,3.074766355,0.018691589,73,525,30.06604449,0.666666667,2,8,16,4,6916
80.45171664,3.355140187,0.056074766,63,598.6666667,24.40084733,1.074074074,2,8,16,4,6916
119.668757,4.551401869,0.710280374,46,664.6842105,30.67707369,0.952415285,2,8,16,4,6916
234.7193106,4.168224299,0.018691589,14,714,29.79449463,0.75,2,8,16,4,6916
234.7193106,4.738317757,0.093457944,55,730.9,35.24647685,1.585714286,2,8,16,4,6916
340.6891115,7.971962617,0.990654206,55,791.5,46.32129396,0.622641509,2,8,16,4,6916
49.70344773,4.457943925,0.46728972,64,855.04,37.69983067,0.57948718,2,8,16,4,6916
76.16461195,4.158878505,0.542056075,75,926.8275862,31.83963118,0.740147783,2,8,16,4,6916
14.32483821,3.093457944,0.018691589,6,1004,20.64656639,0.333333333,2,8,16,4,6916
51.00731649,3.214953271,0.130841122,39,1013,23.95169711,1,2,8,16,4,6916
40.49522501,3.299065421,0.299065421,79,1059.3125,26.10729061,0.919642857,2,8,16,4,6916
165.6644522,3.757009346,0.373831776,106,1148.275,24.68415324,1.45625,2,8,16,4,6916
718.3384398,9.205607477,0.644859813,8,1259.782609,52.21800481,0.839319471,2,8,16,4,6916
734.5757697,12.26168224,0.953271028,368,1271.843137,60.3744157,0.933871588,2,8,16,4,6916
48.76312651,3.504672897,0.271028037,59,1646.344828,23.93917455,1.288566243,2,8,16,4,6916
110.6284443,5.663551402,0.570093458,76,1712.360656,37.25977553,0.848432557,2,8,16,4,6916
27.21099005,3.485981308,0.336448598,155,1791.777778,29.70119805,0.604938272,2,8,16,4,6916
99.64200317,4.046728972,0.551401869,199,1951.322034,27.03468534,1.047457627,2,8,16,4,6916
520.4903122,9.336448598,0.887850467,15,2162.147368,37.24010015,1.325091799,2,8,16,4,6916
603.9697073,4.299065421,0.018691589,13,2184,34.1115098,0.75,2,8,16,4,6916
331.693199,3.841121495,0.018691589,10,2197,35.81197739,0,2,8,16,4,6916
240.3370347,4.23364486,0.177570094,NaN,2209.578947,32.12747943,0.905263158,2,8,16,4,6916
86.27867907,3.682242991,0.345794393,192,82.97297297,25.66211352,1.351351351,2,8,16,5,6916
71.54170265,4.009345794,0.588785047,78,280.7936508,26.45475406,0.856882644,2,8,16,5,6916
88.4080888,3.728971963,0.514018692,44,363.8,26.08555626,0.964,2,8,16,5,6916
-0.074057892,3.009345794,0.018691589,17,413,18.05708694,0,2,8,16,5,6916
15.27388378,3.074766355,0.018691589,126,430,25.57647705,0.333333333,2,8,16,5,6916
44.11335659,3.271028037,0.168224299,49,557.3888889,25.26721689,0.765432099,2,8,16,5,6916
24.9410221,3.093457944,0.056074766,22,611.3333333,23.89384575,1.8,2,8,16,5,6916
251.3247716,5.971962617,0.785046729,8,636.4880952,37.3463596,0.781358885,2,8,16,5,6916
247.6822185,4.261682243,0.018691589,159,647,30.6370945,0,2,8,16,5,6916
668.3701789,5.560747664,0.289719626,21,810.1290323,36.87662613,1.20516129,2,8,16,5,6916
668.3701789,7.588785047,0.551401869,17,837.8135593,36.58976405,0.8385795,2,8,16,5,6916
404.0060987,5.570093458,0.056074766,14,859.5,35.94303536,0.75,2,8,16,5,6916
354.7442524,4.691588785,0.112149533,21,875.8333333,36.50409635,1.027777778,2,8,16,5,6916
95.10044736,4.056074766,0.317757009,191,899,31.74728321,0.529411765,2,8,16,5,6916
37.24951321,3.242990654,0.14953271,131,1093.6875,25.96758893,1.1125,2,8,16,5,6916
690.2799084,14.47663551,0.981308411,142,1230.12381,64.88439296,0.621600393,2,8,16,5,6916
-22.37573764,3.037383178,0.018691589,45,1376,31.34214306,0,2,8,16,5,6916
57.18405254,3.336448598,0.140186916,7,1421.933333,22.98664385,0.674509804,2,8,16,5,6916
54.51801763,3.112149533,0.018691589,64,1430,21.36718407,0.8,2,8,16,5,6916
5.966905811,3.037383178,0.018691589,128,1494,18.37375641,0.5,2,8,16,5,6916
57.58300715,3.971962617,0.392523365,104,1624.5,32.24112647,1.547619048,2,8,16,5,6916
46.44541205,3.607476636,0.373831776,8,1735.575,26.86887074,0.990277778,2,8,16,5,6916
36.41782843,3.130841122,0.018691589,104,1750,28.06079865,0,2,8,16,5,6916
57.35324453,3.570093458,0.317757009,17,1855.647059,25.83470039,0.847058824,2,8,16,5,6916
142.1543171,5.327102804,0.85046729,43,1875.934066,34.28792433,0.728731942,2,8,16,5,6916
30.32130082,3.345794393,0.252336449,66,1925.962963,23.13388598,0.718792867,2,8,16,5,6916
-30.73390299,3.112149533,0.018691589,69,1994,35.07674281,0.666666667,2,8,16,5,6916
46.29210346,3.457943925,0.308411215,77,2065,28.00325025,1.032258065,2,8,16,5,6916
4.826335633,3.130841122,0.093457944,130,2145.9,25.69112292,0.681818182,2,8,16,5,6916
49.8685557,3.822429907,0.38317757,NaN,2278.219512,28.35406453,0.631242741,2,8,16,5,6916
38.17154044,3.373831776,0.373831776,124,39.6,24.16284957,0.595121951,2,8,16,6,6916
238.0858489,6.476635514,0.981308411,141,166.7142857,44.9367886,0.555102041,2,8,16,6,6916
541.4521899,13.29906542,0.990654206,155,311.1037736,60.46867079,0.809100999,2,8,16,6,6916
1.950795627,3.009345794,0.028037383,114,469,16.80536222,0.25,2,8,16,6,6916
313.0240518,3.411214953,1,198,590.3602941,46.39611181,1.500816994,2,8,16,6,6916
108.1119572,4.308411215,0.439252336,52,793.212766,31.46027067,0.41813136,2,8,16,6,6916
152.3343355,5.196261682,0.76635514,140,851.3414634,34.24259197,0.553041434,2,8,16,6,6916
6.458853345,3.046728972,0.065420561,39,993.5714286,26.3067676,0.816326531,2,8,16,6,6916
8.242758409,3.102803738,0.028037383,44,1034,23.34245453,0.4,2,8,16,6,6916
114.835907,5,0.925233645,88,1079.242424,31.25235635,0.952472089,2,8,16,6,6916
22.04467409,3.065420561,0.018691589,25,1170,22.2081337,0.666666667,2,8,16,6,6916
211.5061101,6.420560748,0.719626168,49,1196.779221,44.21732514,0.979254512,2,8,16,6,6916
27.75308568,3.271028037,0.037383178,6,1248,29.00227699,0.2,2,8,16,6,6916
37.92169752,3.38317757,0.158878505,24,1255.117647,24.34414123,0.415224914,2,8,16,6,6916
345.3048779,8.775700935,1,41,1281.71028,58.60223298,0.521268233,2,8,16,6,6916
34.02101852,3.186915888,0.065420561,20,1324.571429,27.18476295,0.489795918,2,8,16,6,6916
22.99272392,3.140186916,0.018691589,73,1345,23.29247665,0.333333333,2,8,16,6,6916
71.39605468,3.757009346,0.495327103,65,1419.169811,25.63356063,0.796012816,2,8,16,6,6916
427.6157321,10.44859813,0.990654206,158,1488.867925,54.71321125,0.514528302,2,8,16,6,6916
3.685420304,3.196261682,0.037383178,64,1648,25.21468608,0.5,2,8,16,6,6916
153.5181171,6.009345794,0.906542056,50,1715.247423,33.73825444,0.542469745,2,8,16,6,6916
17.79988366,3.065420561,0.046728972,100,1768.8,19.71365833,1.1,2,8,16,6,6916
36.47589491,3.598130841,0.242990654,57,1870.346154,27.51885718,0.537037037,2,8,16,6,6916
23.67306115,3.08411215,0.112149533,113,1931.083333,21.83269345,1.204545455,2,8,16,6,6916
792.1346332,8.822429907,0.607476636,10,2048.584615,54.38677421,0.724708625,2,8,16,6,6916
1018.20326,15.13084112,0.953271028,20,2061.098039,58.98476943,0.46582905,2,8,16,6,6916
830.2497178,6.663551402,0.336448598,NaN,2085.027778,38.23448922,0.867647059,2,8,16,6,6916
1114.611446,19.15957447,0.99,182,13.15151515,97.08121221,0.661769207,4,8,16,1,2306
70.31000083,3.42,0.14,19,197.9285714,26.98803342,0.757142857,4,8,16,1,2306
87.35754045,3.66,0.32,20,219.28125,28.77382165,0.94140625,4,8,16,1,2306
59.38547865,3.14,0.02,26,241,25.28882694,0,4,8,16,1,2306
42.1005489,3.36,0.04,31,267,27.45526466,0.4,4,8,16,1,2306
37.86036976,3.16,0.12,103,299.0833333,21.70556275,0.944444444,4,8,16,1,2306
119.4836258,5.27,0.86,142,405.3023256,34.04495016,0.556458392,4,8,16,1,2306
-6.43014674,3.05,0.02,162,550,29.05744044,0.333333333,4,8,16,1,2306
210.5077155,6.91,0.98,61,713.5510204,49.74166481,0.659308621,4,8,16,1,2306
268.7666576,5.44,1,220,779.4909091,39.35805617,2.335353535,4,8,16,1,2306
-24.12785889,3.41,0.16,80,1006.6875,30.50935328,0.6875,4,8,16,1,2306
134.6871993,5.53,0.89,104,1089.224719,36.05653774,0.502122347,4,8,16,1,2306
9.879906162,3.06,0.04,112,1194,23.86724434,0.2,4,8,16,1,2306
883.9531226,12.86,1,146,1307.910891,70.27538346,1.14078725,4,8,16,1,2306
45.06804292,3.21,0.02,9,1460,33.29287338,0.333333333,4,8,16,1,2306
91.00247865,3.94,0.58,84,1470.224138,26.71513114,0.534482759,4,8,16,1,2306
438.7991474,9.19,0.95,79,1561.442105,53.29052415,0.979769737,4,8,16,1,2306
-6.042149364,3.03,0.02,43,1644,23.7345562,0,4,8,16,1,2306
39.99549221,3.1,0.04,123,1687.5,20.13665056,0.5,4,8,16,1,2306
22.88890865,3.11,0.02,13,1811,22.66525316,1,4,8,16,1,2306
7.441876002,3.03,0.02,63,1824,19.26948833,0,4,8,16,1,2306
4.641397175,3,0.07,139,1887.857143,19.19658974,0.979591837,4,8,16,1,2306
169.7469414,6.11,0.92,263,2029.065217,43.29555914,0.287334594,4,8,16,1,2306
129.4797839,4.02,0.33,NaN,2294.727273,52.55737062,0.661157025,4,8,16,1,2306
50.5809928,3.58974359,0.256410256,156,10.65,29.94377223,0.581818182,4,8,16,2,4148
76.03308525,3.371794872,0.269230769,103,169.952381,23.26347327,1.0625,4,8,16,2,4148
47.14998346,3.192307692,0.025641026,6,277,23.35958036,0.666666667,4,8,16,2,4148
34.46627894,3.115384615,0.025641026,427,283,24.60025024,0,4,8,16,2,4148
360.1494795,9.551282051,1,64,712.5512821,45.76558993,0.908475784,4,8,16,2,4148
83.42412673,3.884615385,0.282051282,12,779.3181818,31.45264105,0.433884298,4,8,16,2,4148
32.21393864,3.217948718,0.038461539,115,792,25.03670311,0.25,4,8,16,2,4148
52.13560411,3.91025641,0.128205128,NaN,907.4,40.09056644,0.48,4,8,16,2,4148
238.1882091,7.17948718,0.871794872,29,120.6470588,43.10282087,0.861591696,4,8,16,3,4148
402.2952796,7.807692308,0.884615385,266,154.1594203,39.41423604,0.912060919,4,8,16,3,4148
140.6107941,5.397435897,0.846153846,290,426.6060606,35.12824428,0.781450872,4,8,16,3,4148
816.6295816,15.69230769,0.987179487,NaN,720.5194805,74.41778986,0.900320459,4,8,16,3,4148
10.85029812,3.064102564,0.025641026,43,104,21.59933917,0.333333333,4,8,16,4,4148
82.51709088,4.294871795,0.628205128,13,148,28.74301907,0.448979592,4,8,16,4,4148
72.79804988,3.820512821,0.384615385,89,164.2,27.986361,0.72,4,8,16,4,4148
10.159685,3.08974359,0.064102564,248,255.6,20.80415344,0.8,4,8,16,4,4148
9.255430423,3.064102564,0.076923077,121,505,21.86848559,1.142857143,4,8,16,4,4148
16.17644961,3.217948718,0.038461539,25,627,32.32227039,0.5,4,8,16,4,4148
466.00438,9.923076923,0.987179487,28,652.8571429,73.68511458,0.467532468,4,8,16,4,4148
276.3473254,7.358974359,0.948717949,75,682.7162162,53.95751122,0.584324324,4,8,16,4,4148
6.537010004,3.038461539,0.025641026,179,759,22.54125977,0,4,8,16,4,4148
91.52878873,3.987179487,0.243589744,22,938.7368421,34.78710032,0.873684211,4,8,16,4,4148
145.7330888,5.371794872,0.333333333,9,963.9230769,42.29079291,0.49704142,4,8,16,4,4148
2024.814938,20.3974359,0.987179487,11,974.9220779,73.91524005,0.431101366,4,8,16,4,4148
