AUC,durations,rates,IEI,startTimes,amps,jitter,cond,age,id,id2,T
20.62952838,5.392857143,0.107142857,59,115,30.25198722,0.375,3,9,14,4,2306
41.91909754,5.964285714,0.25,73,174.6428571,30.81303275,0.633928571,3,9,14,4,2306
68.41146338,6.392857143,0.196428571,7,249.2727273,34.25536743,0.867132867,3,9,14,4,2306
222.3388482,9.982142857,0.571428571,93,266.84375,31.47158405,1.638392857,3,9,14,4,2306
12.53650079,4.875,0.035714286,329,366,38.14070988,0,3,9,14,4,2306
335.8385576,8.625,0.732142857,9,697.902439,28.74285071,1.87224158,3,9,14,4,2306
364.4118496,12.71428571,0.75,42,714.3571429,37.24690222,1.444099379,3,9,14,4,2306
79.85589245,7.267857143,0.660714286,72,761.7027027,38.17939442,0.615220484,3,9,14,4,2306
55.1586675,5.607142857,0.178571429,14,835.6,31.00666601,0.872727273,3,9,14,4,2306
82.28852171,5.785714286,0.035714286,71,851,24.03699255,0.75,3,9,14,4,2306
-10.80894961,4.232142857,0.035714286,15,922,29.02429485,0,3,9,14,4,2306
32.35846727,5.892857143,0.160714286,29,938.5555556,29.99216957,1.3,3,9,14,4,2306
88.40349848,6.857142857,0.607142857,9,970.5588235,34.87935543,0.624567474,3,9,14,4,2306
96.33375913,5.410714286,0.035714286,42,981,30.3641119,0.75,3,9,14,4,2306
22.00737927,5.035714286,0.142857143,18,1024.125,24.56772065,0.65625,3,9,14,4,2306
25.8266748,5.607142857,0.035714286,38,1043,26.21306372,0.75,3,9,14,4,2306
9.772770537,4.875,0.035714286,6,1081,23.60636775,0.666666667,3,9,14,4,2306
25.57662169,5.053571429,0.053571429,129,1087,31.28042666,0.666666667,3,9,14,4,2306
468.1929265,17.03571429,1,11,1221.701493,40.58312321,2.223880597,3,9,14,4,2306
480.8120075,10.30357143,0.125,138,1240.714286,31.86989488,0.650793651,3,9,14,4,2306
28.40117315,5.285714286,0.071428571,115,1379.5,29.65334765,1,3,9,14,4,2306
115.5470149,8.232142857,0.571428571,33,1496.09375,39.56096871,0.599798387,3,9,14,4,2306
100.3372507,5.928571429,0.107142857,7,1532.333333,28.97805704,0.619047619,3,9,14,4,2306
210.016556,10.26785714,0.607142857,199,1544.676471,33.24791919,1.088235294,3,9,14,4,2306
46.80191756,5.696428571,0.303571429,101,1749.176471,30.2589973,0.719723183,3,9,14,4,2306
445.3690978,16.98214286,1,59,1852.946429,65.98527254,0.676020408,3,9,14,4,2306
326.9773813,11.66071429,0.678571429,9,1918.236842,34.42634956,1.064210526,3,9,14,4,2306
381.7293958,11,0.857142857,199,1936.625,39.49698539,0.8125,3,9,14,4,2306
4.547122083,4.696428571,0.035714286,99,2139,29.84977627,0,3,9,14,4,2306
232.2492877,10.96428571,0.964285714,NaN,2238.962963,48.09672836,0.64031339,3,9,14,4,2306
70.37556389,3.5625,0.180555556,11,21.30769231,39.97818406,1.239316239,2,11,6,1,9216
0.831994395,3.090277778,0.027777778,72,39.5,36.50148315,0.7,2,11,6,1,9216
47.60235258,3.666666667,0.1875,35,114.3703704,37.42697025,1.502645503,2,11,6,1,9216
46.07817342,3.5,0.125,30,157.4444444,37.96222178,0.987654321,2,11,6,1,9216
285.5277304,4.833333333,0.548611111,18,201.4177215,46.72868888,1.02742616,2,11,6,1,9216
64.79923305,3.875,0.270833333,99,240.4358974,42.60673723,1.861538462,2,11,6,1,9216
95.74959763,3.791666667,0.416666667,6,354.2666667,35.01114025,1.406666667,2,11,6,1,9216
208.1410335,3.965277778,0.173611111,6,371.28,44.63176727,1.167272727,2,11,6,1,9216
149.1085138,3.555555556,0.076388889,49,383.8181818,35.22648048,0.937062937,2,11,6,1,9216
338.1298931,4.243055556,0.902777778,8,447.9615385,42.61470056,0.865384615,2,11,6,1,9216
206.4573908,3.451388889,0.041666667,16,468,45.53444399,0.142857143,2,11,6,1,9216
10.27096215,3.284722222,0.013888889,27,484,46.76133728,0.333333333,2,11,6,1,9216
86.30114568,3.381944444,0.201388889,14,519.5862069,36.24383223,1.69612069,2,11,6,1,9216
6.277874878,3.1875,0.027777778,13,538,33.7409277,0.5,2,11,6,1,9216
5.802551813,3.215277778,0.020833333,45,551,40.90104993,0.833333333,2,11,6,1,9216
16.75829115,3.291666667,0.055555556,34,597,44.00140953,0.5,2,11,6,1,9216
73.69831264,3.368055556,0.791666667,10,655.7807018,42.83121808,1,2,11,6,1,9216
35.60631913,3.458333333,0.090277778,32,686.3846154,37.45312795,1.174825175,2,11,6,1,9216
-8.336820898,3.069444444,0.013888889,41,723,29.59720039,0,2,11,6,1,9216
75.28494083,3.784722222,0.215277778,6,766.7096774,43.8128381,1.485568761,2,11,6,1,9216
16.72677767,3.222222222,0.013888889,7,778,44.27488709,0.333333333,2,11,6,1,9216
-50.62216987,3.180555556,0.020833333,8,785,46.07916489,0.6,2,11,6,1,9216
-7.609644787,3.159722222,0.020833333,79,793,35.19808846,0.6,2,11,6,1,9216
170.6465515,4.930555556,0.513888889,21,877.4864865,46.18635437,1.833643989,2,11,6,1,9216
104.9433018,4.1875,0.3125,22,915.4,43.58138568,0.848780488,2,11,6,1,9216
22.3974173,3.263888889,0.055555556,8,940.5,42.02355938,0.8,2,11,6,1,9216
0.833530821,3.1875,0.013888889,77,949,44.41381264,0.333333333,2,11,6,1,9216
3.29170201,3.131944444,0.013888889,7,1026,41.52938843,0,2,11,6,1,9216
6.061396867,3.159722222,0.013888889,74,1033,33.36514791,0.666666667,2,11,6,1,9216
-20.55180571,3.118055556,0.020833333,18,1107,42.97515583,0.25,2,11,6,1,9216
1.972095147,3.111111111,0.013888889,27,1125,32.63720957,0.333333333,2,11,6,1,9216
253.0949448,4.416666667,0.583333333,18,1159.988095,43.39899247,1.418498169,2,11,6,1,9216
48.64530713,3.631944444,0.194444444,39,1188.785714,37.16050652,1,2,11,6,1,9216
252.3061687,3.965277778,0.958333333,7,1238.826087,48.90338643,1.84057971,2,11,6,1,9216
472.4620877,8.236111111,0.777777778,11,1266.794643,54.07349202,1.249255952,2,11,6,1,9216
425.3904817,3.722222222,0.013888889,72,1289,74.14611244,0,2,11,6,1,9216
65.55849904,3.888888889,0.3125,6,1362.266667,42.48799741,0.502325581,2,11,6,1,9216
13.6464652,3.215277778,0.013888889,92,1371,36.6094141,0.75,2,11,6,1,9216
388.6447702,4.534722222,1,7,1484.833333,43.10066223,1.055555556,2,11,6,1,9216
279.0096255,4.416666667,0.243055556,36,1511.171429,45.26885954,0.852244898,2,11,6,1,9216
-1.821752695,3.097222222,0.020833333,98,1548,38.55456209,0.25,2,11,6,1,9216
7.396850144,3.3125,0.013888889,47,1646,41.6324323,0.333333333,2,11,6,1,9216
11.94378176,3.291666667,0.076388889,6,1694,40.82286835,0.363636364,2,11,6,1,9216
31.00420213,3.541666667,0.111111111,29,1701.8125,40.69627321,0.5078125,2,11,6,1,9216
34.41617038,3.479166667,0.125,49,1733.111111,40.32689857,0.660818714,2,11,6,1,9216
38.46444411,3.159722222,0.097222222,11,1786.428571,39.93427617,0.632653061,2,11,6,1,9216
50.54689577,3.694444444,0.097222222,7,1800.857143,38.95300229,1.095238095,2,11,6,1,9216
182.5579693,4.708333333,0.416666667,32,1813.283333,42.93110275,1.449275362,2,11,6,1,9216
14.83972557,3.263888889,0.034722222,57,1850.4,39.56081263,0.633333333,2,11,6,1,9216
174.9572424,4.381944444,0.5,19,1913.472222,41.7153149,1.504444444,2,11,6,1,9216
-3.551956545,3.055555556,0.013888889,22,1943,31.81599744,0.333333333,2,11,6,1,9216
289.3586831,5.451388889,0.840277778,31,1982.768595,47.04522207,1.601497934,2,11,6,1,9216
20.86194279,3.277777778,0.0625,60,2020.555556,40.08934174,0.588888889,2,11,6,1,9216
6.692490038,3.166666667,0.0625,114,2083.333333,35.59969171,1.333333333,2,11,6,1,9216
-14.42799585,3.25,0.027777778,7,2200,39.61360693,0,2,11,6,1,9216
41.64382191,3.25,0.125,33,2211.277778,35.19772599,1.095959596,2,11,6,1,9216
-18.78523286,3.041666667,0.013888889,18,2248,26.21616936,0,2,11,6,1,9216
85.56759819,3.743055556,0.25,8,2267.277778,38.9809827,1.010510511,2,11,6,1,9216
104.2458092,3.958333333,0.25,NaN,2281.083333,37.1624038,1.037878788,2,11,6,1,9216
15.68485251,3.194444444,0.034722222,11,8.4,35.56665071,0.666666667,2,11,6,2,9216
12.77357874,3.118055556,0.013888889,71,20,30.59875615,0.666666667,2,11,6,2,9216
5.114927316,3.083333333,0.013888889,10,91,34.30156326,0.333333333,2,11,6,2,9216
29.55996148,3.375,0.0625,7,101.5555556,34.88401326,0.676767677,2,11,6,2,9216
112.1086106,4.305555556,0.416666667,13,110.8333333,42.44489874,1.16091954,2,11,6,2,9216
16.67189535,3.159722222,0.034722222,21,127.4,38.19911957,0.48,2,11,6,2,9216
19.03294899,3.3125,0.055555556,34,149.875,38.84539528,0.925,2,11,6,2,9216
14.23731727,3.243055556,0.069444444,39,185.6,44.1657753,0.48,2,11,6,2,9216
56.33766669,3.673611111,0.090277778,9,227.1538462,41.15079812,0.857142857,2,11,6,2,9216
59.22575528,3.604166667,0.159722222,22,240.0434783,42.08537388,0.37944664,2,11,6,2,9216
44.05159619,3.652777778,0.1875,25,264,41.10017275,0.444444444,2,11,6,2,9216
1.980480682,3.097222222,0.013888889,59,291,38.90569305,0.333333333,2,11,6,2,9216
31.40204474,3.4375,0.090277778,38,350.6153846,36.80494219,0.661538462,2,11,6,2,9216
296.7766567,6.423611111,0.763888889,18,394.2818182,44.65791958,1.042561984,2,11,6,2,9216
71.81210667,3.916666667,0.208333333,46,419.9,43.95201524,1.166666667,2,11,6,2,9216
60.32945112,3.576388889,0.180555556,8,468.5,40.35965241,0.685185185,2,11,6,2,9216
53.31640137,3.263888889,0.145833333,7,483.4761905,34.01563708,0.523809524,2,11,6,2,9216
54.4563306,3.319444444,0.034722222,17,495.4,40.44238319,0.48,2,11,6,2,9216
84.33730749,3.4375,0.125,20,516.7777778,40.20355773,0.944444444,2,11,6,2,9216
-0.855630522,3.111111111,0.013888889,11,542,32.20915413,0,2,11,6,2,9216
39.17696693,3.652777778,0.145833333,7,553.952381,39.31408455,0.634920635,2,11,6,2,9216
58.81736713,3.666666667,0.201388889,156,565.137931,41.89145349,0.924137931,2,11,6,2,9216
80.71958512,3.861111111,0.222222222,20,723.28125,39.22194585,0.555443548,2,11,6,2,9216
58.36903579,3.5625,0.1875,26,747.5925926,40.06394073,0.758518519,2,11,6,2,9216
19.889285,3.256944444,0.027777778,6,777,33.56019211,0.5,2,11,6,2,9216
28.52271765,3.222222222,0.013888889,6,783,26.26807213,0,2,11,6,2,9216
216.5600586,4.819444444,0.569444444,9,793.3658537,43.43946159,1.577632362,2,11,6,2,9216
19.10369039,3.236111111,0.013888889,68,809,44.56168111,0.333333333,2,11,6,2,9216
18.98851998,3.180555556,0.069444444,60,880.6,35.02285361,1.825,2,11,6,2,9216
15.80834655,3.166666667,0.013888889,105,943,37.79980532,0.666666667,2,11,6,2,9216
2.914177989,3.131944444,0.013888889,15,1048,32.53038597,0,2,11,6,2,9216
75.32896451,3.5625,0.222222222,17,1065.875,41.54817789,1.011363636,2,11,6,2,9216
41.86200598,3.493055556,0.020833333,6,1087,31.27813988,0.6,2,11,6,2,9216
302.4946612,5.0625,0.673611111,37,1100.721649,43.6274765,0.867010309,2,11,6,2,9216
5.624109143,3.138888889,0.013888889,19,1146,40.35523224,0,2,11,6,2,9216
2.247787262,3.173611111,0.027777778,13,1165,42.97490788,0,2,11,6,2,9216
41.79716016,3.298611111,0.111111111,23,1178.9375,39.8058613,0.893382353,2,11,6,2,9216
147.9159974,3.972222222,0.326388889,14,1209.617021,38.19124465,1.213733075,2,11,6,2,9216
8.636655574,3.118055556,0.027777778,8,1233.5,35.11966578,1.833333333,2,11,6,2,9216
17.15756632,3.284722222,0.083333333,46,1244.416667,39.74039386,0.557692308,2,11,6,2,9216
33.74458179,3.361111111,0.104166667,47,1292.866667,34.89553869,1.033333333,2,11,6,2,9216
4.607045926,3.145833333,0.020833333,14,1341,30.24248838,0.5,2,11,6,2,9216
28.96270135,3.354166667,0.090277778,65,1356.076923,34.97596726,0.875739645,2,11,6,2,9216
31.53062961,3.402777778,0.104166667,26,1423.8,36.1170882,0.7375,2,11,6,2,9216
87.44142014,4.173611111,0.368055556,29,1454.075472,40.3165567,1.040431267,2,11,6,2,9216
220.3337357,5.152777778,0.590277778,9,1490.247059,41.83170794,1.342508324,2,11,6,2,9216
521.2915515,7.958333333,0.826388889,144,1516.310924,49.41069301,1.152073733,2,11,6,2,9216
-3.917926369,3.083333333,0.013888889,24,1669,39.8307476,0,2,11,6,2,9216
-1.487107267,3.201388889,0.034722222,9,1693,34.18610191,0.166666667,2,11,6,2,9216
21.44476082,3.375,0.034722222,98,1702.4,39.81917572,0.633333333,2,11,6,2,9216
394.5277341,5.638888889,0.840277778,44,1816.446281,49.68432892,1.774876033,2,11,6,2,9216
-8.179096619,3.104166667,0.013888889,58,1871,32.7296435,0.333333333,2,11,6,2,9216
14.05833958,3.173611111,0.013888889,8,1929,33.2738781,0.75,2,11,6,2,9216
27.11026043,3.270833333,0.027777778,25,1937.5,33.43504683,1,2,11,6,2,9216
26.56535872,3.222222222,0.0625,6,1963.666667,33.62781559,0.96969697,2,11,6,2,9216
12.98471799,3.166666667,0.013888889,8,1971,40.28392283,0.333333333,2,11,6,2,9216
36.25729734,3.354166667,0.097222222,8,1981.714286,39.47336706,1.333333333,2,11,6,2,9216
38.94757054,3.368055556,0.152777778,9,1996.090909,37.87604952,0.845454546,2,11,6,2,9216
8.27567048,3.1875,0.076388889,107,2013.454545,49.9247427,1.136363636,2,11,6,2,9216
28.25442258,3.291666667,0.034722222,21,2128,36.22840767,1.6,2,11,6,2,9216
64.88443561,3.430555556,0.138888889,37,2158,37.75369771,1,2,11,6,2,9216
1.285125772,3.1875,0.020833333,6,2203,38.36746597,0.6,2,11,6,2,9216
76.40531286,3.861111111,0.256944444,36,2211.081081,38.95833609,0.810810811,2,11,6,2,9216
171.1425651,4.909722222,0.458333333,NaN,2254.863636,44.35946647,0.747933884,2,11,6,2,9216
18.06630972,3.180555556,0.013888889,31,39,31.33556557,0,2,11,6,3,9216
8.302588989,3.104166667,0.013888889,8,70,41.08295631,0.75,2,11,6,3,9216
28.58391975,3.194444444,0.013888889,71,78,55.32094574,0,2,11,6,3,9216
11.16145502,3.145833333,0.013888889,99,149,30.08432579,0.666666667,2,11,6,3,9216
75.21343912,3.243055556,0.208333333,6,253.6,45.55917775,2.218181818,2,11,6,3,9216
35.24924985,3.270833333,0.034722222,17,268.6,38.60096264,1.666666667,2,11,6,3,9216
135.958991,3.631944444,0.555555556,10,297.7125,39.77025925,1.81381579,2,11,6,3,9216
83.87474746,3.597222222,0.125,10,316,45.81249839,0.842105263,2,11,6,3,9216
38.38822723,3.333333333,0.111111111,29,328.5625,38.71083462,1.578125,2,11,6,3,9216
10.56756384,3.194444444,0.041666667,67,360.3333333,36.41643633,0.619047619,2,11,6,3,9216
167.6444424,4.277777778,0.604166667,77,432.8045977,36.0926988,1.416091954,2,11,6,3,9216
61.21038883,3.847222222,0.284722222,19,523.0487805,42.09994098,0.554006969,2,11,6,3,9216
2.414027813,3.1875,0.013888889,11,544,34.92964172,0.75,2,11,6,3,9216
1.223897236,3.083333333,0.027777778,83,556,37.68792915,1,2,11,6,3,9216
3.356617891,3.152777778,0.020833333,41,640,34.02840662,0.5,2,11,6,3,9216
21.93826557,3.194444444,0.048611111,46,682,38.27510153,0.571428571,2,11,6,3,9216
45.44790343,3.305555556,0.152777778,6,732.9090909,35.18911319,1.878787879,2,11,6,3,9216
83.72768944,3.659722222,0.083333333,7,747,38.66139183,1,2,11,6,3,9216
400.6681426,7,0.611111111,6,767.2727273,46.03477955,1.096837945,2,11,6,3,9216
569.8594389,4.756944444,0.118055556,6,788.8823529,48.35731294,1.509803922,2,11,6,3,9216
388.2514818,4.881944444,0.375,22,808.6481481,42.11296749,1.2,2,11,6,3,9216
155.5591599,4.152777778,0.270833333,35,844.4102564,41.28610552,1.137046861,2,11,6,3,9216
49.0739406,3.270833333,0.083333333,17,889,34.90620708,1.666666667,2,11,6,3,9216
27.17448588,3.368055556,0.0625,42,910.5555556,37.8972844,0.938271605,2,11,6,3,9216
390.6812454,6.291666667,0.75,87,960.9074074,42.01539884,1.866843034,2,11,6,3,9216
5.136390881,3.201388889,0.020833333,92,1059,33.49287272,0.5,2,11,6,3,9216
16.36869672,3.180555556,0.048611111,78,1151.857143,38.21670914,1.015873016,2,11,6,3,9216
155.271983,4.097222222,0.423611111,8,1235.098361,41.90049121,1.324011572,2,11,6,3,9216
92.87612502,4.236111111,0.298611111,61,1249.465116,38.91674943,0.842494715,2,11,6,3,9216
52.09061097,3.270833333,0.118055556,12,1313.294118,37.21177786,1.051903114,2,11,6,3,9216
88.4637607,3.854166667,0.215277778,31,1330.419355,39.07779789,0.949596774,2,11,6,3,9216
33.4174946,3.375,0.034722222,7,1367.4,41.01896695,0.914285714,2,11,6,3,9216
13.0618518,3.145833333,0.013888889,6,1375,37.16651917,0,2,11,6,3,9216
9.454440266,3.152777778,0.013888889,59,1381,30.58410931,0,2,11,6,3,9216
20.27831663,3.354166667,0.034722222,33,1440,37.90435448,0,2,11,6,3,9216
0.751992891,3.131944444,0.013888889,9,1473,32.26996565,0.75,2,11,6,3,9216
10.77643528,3.125,0.013888889,25,1482,34.66846704,0.75,2,11,6,3,9216
48.53839403,3.465277778,0.055555556,45,1507.375,41.44017196,0.46875,2,11,6,3,9216
28.96356197,3.138888889,0.013888889,7,1553,39.38402049,0.666666667,2,11,6,3,9216
143.5154019,5.055555556,0.444444444,13,1562.65625,46.47856814,1.433333333,2,11,6,3,9216
49.69337189,3.361111111,0.055555556,79,1581.75,38.45565823,1.107142857,2,11,6,3,9216
40.54068139,3.527777778,0.090277778,136,1663,39.4486475,0.428571429,2,11,6,3,9216
38.92426875,3.319444444,0.097222222,20,1801.214286,41.51284358,0.747619048,2,11,6,3,9216
33.11997047,3.472222222,0.118055556,6,1823.058824,38.21010376,0.332179931,2,11,6,3,9216
43.74814409,3.458333333,0.083333333,47,1832.166667,30.60949596,0.888888889,2,11,6,3,9216
16.6213004,3.333333333,0.034722222,16,1881.4,42.68650169,0.48,2,11,6,3,9216
98.98049287,4.180555556,0.326388889,9,1901.361702,42.01918888,0.628672746,2,11,6,3,9216
61.2475001,3.513888889,0.083333333,13,1917.083333,36.69185756,0.570512821,2,11,6,3,9216
34.78158754,3.402777778,0.055555556,17,1931.375,35.47861502,0.680555556,2,11,6,3,9216
8.561691694,3.159722222,0.020833333,27,1949,38.31952031,0,2,11,6,3,9216
14.39098558,3.305555556,0.048611111,31,1976.285714,39.34050822,0.571428571,2,11,6,3,9216
171.5330413,5.25,0.4375,20,2012.349206,44.76180804,1.293835364,2,11,6,3,9216
40.54434637,3.305555556,0.083333333,25,2041,32.56488758,1.444444444,2,11,6,3,9216
206.3888119,3.972222222,0.388888889,135,2079.482143,43.42799743,1.258928571,2,11,6,3,9216
42.98965872,3.340277778,0.0625,6,2224.111111,37.49897556,0.744444444,2,11,6,3,9216
28.55636158,3.277777778,0.055555556,23,2232.5,36.9587698,1,2,11,6,3,9216
66.86073681,3.333333333,0.131944444,9,2260.894737,40.63541094,1.5,2,11,6,3,9216
30.81446175,3.381944444,0.125,NaN,2275.166667,36.79393631,0.555555556,2,11,6,3,9216
24.25451409,3.319444444,0.041666667,182,25,34.46570369,0.857142857,2,11,6,4,9216
13.64174541,3.138888889,0.013888889,6,208,36.67380651,0.333333333,2,11,6,4,9216
80.92100464,3.618055556,0.298611111,6,221.627907,38.44624776,0.738572574,2,11,6,4,9216
38.87633028,3.444444444,0.090277778,11,235.7692308,43.07746833,0.708791209,2,11,6,4,9216
43.54038304,3.444444444,0.020833333,10,248,31.89945825,0.833333333,2,11,6,4,9216
75.90956986,3.548611111,0.118055556,21,261.7058824,40.75989652,1.198529412,2,11,6,4,9216
28.24027437,3.236111111,0.027777778,109,289.5,38.40760803,0.5,2,11,6,4,9216
18.4262337,3.402777778,0.027777778,9,399,34.94694939,0.2,2,11,6,4,9216
43.11287936,3.527777778,0.097222222,7,409.7857143,35.61254603,0.833333333,2,11,6,4,9216
37.58775706,3.548611111,0.069444444,19,418.2,38.29193635,0.454545455,2,11,6,4,9216
94.6141736,3.819444444,0.291666667,132,440.0952381,35.81485853,0.888095238,2,11,6,4,9216
65.01008783,3.965277778,0.194444444,74,576.4285714,41.30481958,0.551020408,2,11,6,4,9216
23.83335073,3.347222222,0.048611111,39,652.2857143,38.40732084,0.408163265,2,11,6,4,9216
49.81666856,3.527777778,0.048611111,8,692.2857143,39.6103065,0.517857143,2,11,6,4,9216
17.99390248,3.152777778,0.013888889,10,701,43.26633263,0,2,11,6,4,9216
66.65522982,3.680555556,0.145833333,82,713.4285714,37.91664905,0.829931973,2,11,6,4,9216
69.90958857,3.548611111,0.229166667,25,800.7575758,41.28240892,0.777338603,2,11,6,4,9216
19.25418293,3.291666667,0.027777778,77,831.5,35.48078966,1.5,2,11,6,4,9216
45.80313951,3.520833333,0.0625,9,910.3333333,39.49111633,0.533333333,2,11,6,4,9216
81.53704979,3.875,0.256944444,210,921.8378378,39.01461725,0.886778671,2,11,6,4,9216
26.85771052,3.375,0.041666667,8,1134.666667,46.0853484,0.571428571,2,11,6,4,9216
111.697494,3.548611111,0.319444444,9,1147.021739,41.51193585,1.702046036,2,11,6,4,9216
45.98106364,3.270833333,0.013888889,111,1161,35.5984478,0.333333333,2,11,6,4,9216
-7.949252065,3.125,0.013888889,60,1272,37.0796992,0.333333333,2,11,6,4,9216
10.99471132,3.152777778,0.013888889,92,1332,35.2519633,0.333333333,2,11,6,4,9216
14.91900854,3.256944444,0.034722222,16,1424.4,42.96631686,0.666666667,2,11,6,4,9216
112.0727277,4.673611111,0.416666667,19,1441.333333,47.21448848,0.49726776,2,11,6,4,9216
189.7378464,5.083333333,0.604166667,9,1465.195402,43.49774058,1.324668435,2,11,6,4,9216
105.2816265,4.006944444,0.270833333,162,1482.692308,38.95849978,1.648717949,2,11,6,4,9216
109.6940974,3.868055556,0.340277778,15,1650.734694,40.49415632,1.346011132,2,11,6,4,9216
137.0784859,3.340277778,0.354166667,91,1679.960784,48.7815155,0.839215686,2,11,6,4,9216
101.5027722,4.25,0.388888889,8,1781.125,40.13867816,0.476851852,2,11,6,4,9216
21.59900817,3.173611111,0.013888889,31,1791,42.06523132,0,2,11,6,4,9216
35.47306994,3.243055556,0.020833333,79,1822,45.45396678,0,2,11,6,4,9216
44.2148531,3.347222222,0.034722222,8,1901.8,40.48969977,1.028571429,2,11,6,4,9216
99.55987016,4.243055556,0.284722222,46,1914.365854,42.04965587,0.622889306,2,11,6,4,9216
0.015057895,3.097222222,0.013888889,67,1962,34.94115257,0,2,11,6,4,9216
89.37417752,4.111111111,0.194444444,8,2029.964286,42.78993947,0.275510204,2,11,6,4,9216
88.01395745,3.888888889,0.243055556,9,2039.6,43.40119656,0.548571429,2,11,6,4,9216
39.32507808,3.368055556,0.041666667,39,2050,36.85281645,0.142857143,2,11,6,4,9216
117.1361692,4.048611111,0.347222222,19,2092.88,38.97528326,1.262564103,2,11,6,4,9216
2.695095855,3.166666667,0.013888889,42,2114,40.01969624,0,2,11,6,4,9216
28.84399881,3.291666667,0.041666667,10,2156.5,35.34223883,0.642857143,2,11,6,4,9216
15.93427828,3.145833333,0.013888889,8,2167,28.5834802,0.333333333,2,11,6,4,9216
43.9876335,3.270833333,0.027777778,6,2175.5,36.54472733,0.833333333,2,11,6,4,9216
50.27268497,3.375,0.090277778,NaN,2182.692308,41.54514547,0.639053254,2,11,6,4,9216
64.42483285,3.891304348,0.260869565,400,154.8333333,32.19780974,1.257575758,1,11,10,1,4615
109.5675553,4.173913044,0.260869565,159,560.75,39.85144751,0.964285714,1,11,10,1,4615
60.50321344,3.673913044,0.086956522,241,723.5,26.95803738,1,1,11,10,1,4615
71.29597925,4.369565217,0.304347826,321,966.8571429,34.6151126,1.131868132,1,11,10,1,4615
115.7643527,5.065217391,0.652173913,449,1293,35.83601527,0.580645161,1,11,10,1,4615
6.59019128,3.086956522,0.043478261,33,1744,26.53392029,0,1,11,10,1,4615
12.99600614,3.217391304,0.043478261,119,1777,27.8242569,0,1,11,10,1,4615
206.1206758,5.52173913,0.608695652,119,1903.892857,35.30625353,0.992857143,1,11,10,1,4615
44.32255369,3.543478261,0.043478261,41,2028,26.40041065,0.75,1,11,10,1,4615
38.52036993,3.717391304,0.043478261,64,2069,30.23191643,0.666666667,1,11,10,1,4615
97.3189979,4.173913044,0.217391304,61,2134.2,35.3044607,0.745454546,1,11,10,1,4615
269.8123186,6.586956522,0.543478261,355,2197.04,39.64738413,0.338461539,1,11,10,1,4615
20.69131993,3.782608696,0.195652174,77,2554.444444,34.41467953,0.588888889,1,11,10,1,4615
91.47064646,4.695652174,0.47826087,164,2634.181818,34.97593098,1.090909091,1,11,10,1,4615
126.2897122,4.695652174,0.543478261,47,2803.24,36.58732242,0.885714286,1,11,10,1,4615
9.102750792,3.260869565,0.043478261,81,2853,26.10759926,0.666666667,1,11,10,1,4615
31.03915275,3.434782609,0.065217391,82,2934,30.55723667,0.25,1,11,10,1,4615
19.78038823,3.391304348,0.043478261,77,3016,24.5206871,0,1,11,10,1,4615
369.2778454,9.347826087,0.586956522,161,3095.962963,42.36848693,1.594650206,1,11,10,1,4615
88.9117315,4.043478261,0.5,283,3262.217391,29.94700184,1.052173913,1,11,10,1,4615
16.33163663,3.369565217,0.043478261,80,3549,30.53676462,0.5,1,11,10,1,4615
23.32150024,3.434782609,0.043478261,264,3629,27.65766207,0.666666667,1,11,10,1,4615
58.55054369,3.413043478,0.217391304,273,3895.4,31.94497204,1.12,1,11,10,1,4615
36.66879158,3.369565217,0.217391304,134,4172.8,27.88572725,0.966666667,1,11,10,1,4615
171.2896156,6.152173913,0.847826087,197,4311,49.11311291,0.205128205,1,11,10,1,4615
76.43281091,3.717391304,0.304347826,87,4511.642857,27.74201965,1.738095238,1,11,10,1,4615
80.86393602,4.869565217,0.782608696,NaN,4606.361111,34.54205672,0.714506173,1,11,10,1,4615
82.25334077,3.903225807,0.211538462,137,178.3636364,28.95269909,1.454545455,1,11,10,2,4615
268.2096879,8.451612903,0.442307692,37,320.5217391,39.92827695,1.692753623,1,11,10,2,4615
61.47447194,4,0.038461539,54,361,25.85502815,0.8,1,11,10,2,4615
45.09354854,3.451612903,0.076923077,70,415.5,29.25564861,0.5,1,11,10,2,4615
55.26475705,3.516129032,0.076923077,12,486.5,26.62455368,1,1,11,10,2,4615
133.4525188,4.322580645,0.057692308,385,499,39.4736351,0.6,1,11,10,2,4615
60.88217575,4.451612903,0.307692308,54,884.9375,32.3764323,0.5859375,1,11,10,2,4615
125.9984864,5.129032258,0.346153846,63,942.8888889,30.29309883,1.6,1,11,10,2,4615
23.61413592,3.387096774,0.057692308,123,1008,25.93182659,0.25,1,11,10,2,4615
157.3921652,5.838709677,0.365384615,48,1133.631579,38.80822796,0.859649123,1,11,10,2,4615
116.7401859,5.258064516,0.423076923,95,1184.363636,38.58242295,0.462809917,1,11,10,2,4615
88.92126813,4.064516129,0.153846154,294,1283.25,36.80528545,1.083333333,1,11,10,2,4615
24.84759823,3.419354839,0.057692308,109,1579,29.72616005,0,1,11,10,2,4615
29.27987567,3.290322581,0.038461539,260,1688,26.84749889,0.75,1,11,10,2,4615
78.93188262,4.032258065,0.25,114,1949.230769,32.24818247,0.783216783,1,11,10,2,4615
58.40127694,4,0.192307692,64,2066.9,26.89300194,0.72,1,11,10,2,4615
288.3261707,7.741935484,0.538461539,7,2132.464286,48.10359124,0.56377551,1,11,10,2,4615
